439.595839	48.025021	-279.543315
440.111007	48.112001	-280.144823
440.52224	46.645451	-280.773598
440.973004	46.495688	-281.345046
441.469022	46.333617	-281.929072
441.923926	46.151108	-282.571997
442.414966	45.940902	-283.163768
442.897099	45.733941	-283.677463
443.34477	45.527172	-284.222382
443.746482	48.292126	-284.783856
444.146988	48.353105	-285.334354
444.477601	47.200822	-285.876322
444.744651	47.048521	-286.513707
445.014286	47.676594	-287.151437
445.445553	47.311995	-287.736131
445.814492	46.996486	-288.260629
446.162697	45.733941	-288.751407
446.499818	45.527172	-289.256473
446.80615	48.292126	-289.754582
447.105367	48.353105	-290.248649
447.359474	48.200822	-290.75367
447.444029	48.048521	-291.275538
447.530272	47.676594	-291.790124
447.628597	47.311995	-292.26765
447.887954	46.996486	-292.746981
448.148928	46.764032	-293.226528
448.245175	46.58829	-293.683911
448.338309	46.645451	-294.107898
448.431915	46.495688	-294.509609
448.494082	46.333617	-294.917816
448.559451	46.151108	-295.334815
448.645526	45.940902	-295.335231
448.741266	45.733941	-295.335232
448.834345	45.527172	-295.335232
448.740056	45.385381	-295.335232
448.61069	45.440846	-295.335232
448.440848	45.494932	-295.335232
448.264062	45.548815	-295.335232
448.04719	45.602541	-295.335232
447.822696	45.667051	-295.335232
447.598453	45.733976	-295.335232
447.368501	45.792173	-295.335232
447.105739	45.84393	-295.335232
446.828833	45.912034	-295.335232
446.530417	45.979579	-295.335232
446.205818	46.037249	-295.335232
445.914876	46.10029	-295.335232
445.565989	46.157212	-295.335232
445.13903	46.219271	-295.335232
444.746668	46.280781	-295.335232
444.354587	46.342109	-295.335232
443.919992	46.391378	-295.335232
443.504201	46.440748	-295.335232
443.116477	46.492543	-295.335232
442.716339	46.545998	-295.335232
442.297487	46.599161	-295.335232
441.910575	46.64836	-295.335232
441.523625	46.688625	-295.335232
441.130407	46.736237	-295.335232
440.726592	46.786366	-295.335232
440.287565	46.830444	-295.335232
439.844407	46.874112	-295.335232
439.412175	46.915013	-295.335232
438.970517	46.959507	-295.335232
438.525182	47.00397	-295.335232
438.102659	47.04903	-295.335232
437.641488	47.092419	-295.335232
437.199041	47.140836	-295.335232
436.761934	46.58829	-295.335232
436.310677	46.645451	-295.335232
435.846062	46.495688	-295.335232
435.371679	46.333617	-295.335232
434.847034	46.151108	-295.335232
434.343341	45.940902	-295.335232
433.842581	45.733941	-295.335232
433.341847	45.527172	-295.335232
432.811585	45.385381	-295.335232
432.304955	45.440846	-295.335232
431.785054	48.228879	-295.335232
431.277105	48.292126	-295.335232
430.765623	48.353105	-295.335232
430.203711	48.200822	-295.335232
429.637732	48.048521	-295.335232
429.071765	47.676594	-295.335232
428.554937	47.311995	-295.335232
428.005535	46.996486	-295.335232
427.462407	46.764032	-295.335232
426.919376	46.58829	-295.335232
426.368608	46.645451	-295.335232
425.800274	46.495688	-295.335232
425.243176	46.333617	-295.335232
424.673416	46.151108	-295.335232
424.140818	45.940902	-295.335232
423.564002	45.733941	-295.335232
422.994738	45.527172	-295.335232
422.444401	45.385381	-295.335232
421.879576	45.440846	-295.335232
421.316492	45.494932	-295.335232
420.734751	45.548815	-295.335232
420.173245	45.602541	-295.335232
419.612288	45.667051	-295.335232
419.066712	45.733976	-295.335232
418.503614	45.792173	-295.335232
417.962313	45.84393	-295.335232
417.386367	45.912034	-295.335232
416.810715	45.979579	-295.335232
416.2574	46.037249	-295.335232
415.705495	46.10029	-295.335232
415.196365	46.157212	-295.335232
414.661592	46.219271	-295.335232
414.124361	46.280781	-295.335232
413.59967	46.342109	-295.335232
413.01963	46.391378	-295.335232
412.439987	46.440748	-295.335232
411.914648	46.492543	-295.335232
411.365393	46.545998	-295.335232
410.838899	46.599161	-295.335232
410.291455	46.64836	-295.335232
409.736571	46.688625	-295.335232
409.231372	46.736237	-295.335232
408.700818	46.786366	-295.335232
408.193154	46.830444	-295.335232
407.674993	46.874112	-295.335232
